"address","max_interval","avg_interval","std_interval"
"3B4Yf5ESRvMdQcLyE8NYytTqVsaZSA2Tzi",0,0E-20,0
"3Gn3jY3yo4z52gLtoZNL8fip8grSCtL8bq",0,0E-20,0
"1Fkbeehri1Cn1FJUm5M8NKRHecooGYg7dv",0,0E-20,0
"1KsFhYKLs8qb1GHqrPxHoywNQpet2CtP9t",0,0E-20,0
"1EvgN8cVxS2jr2cRx5UNqZLuEKiFk8fEi3",0,0E-20,0
"18XFHU9A6UN5oBC9FVpEvDc4m2LvxijtJP",3597,594.4615384615384615,998.195110832517
"1PD1xbHDHFBywBwbWmwEx6DAkyXBsm9cE1",4702,2351.0000000000000000,2351.000000000000
"3FiX5Kc6qRtT2G3sdhrGfx9H7MRcWJ2V6i",0,0E-20,0
"18tHuzJV4N4ZkF2bthK11iwNU4sb854hB5",0,0E-20,0
"3EFcVBhx2EvuKcXpBbARJcFnPMCGVn9MuN",0,0E-20,0
"37mG9orq4ChsSgKjYYiJWcRyZZTxXJfTJb",0,0E-20,0
"19zxE8zBtPcxQkh27sST3M523RrWqZ6w7X",0,0E-20,0
"1GdcC4hQci6wNiNVrtguvTC7aH3SEj4vAE",0,0E-20,0
"3GfJrshanXXxwRd9QtDbNu2UAxK29R54Er",0,0E-20,0
"376FNqEJemLzYAmLYNGS7reB5xKVNra7nA",0,0E-20,0
"1HmjyfRaSoHexp5d3HPkePUhgCHtGMRapK",0,0E-20,0
"1CUtb14XkhY6Mdw1PHB7QobVtci4kwrd7h",6825,2275.0000000000000000,3217.335854398791
"1PB5JkjfE6XidLqht47sg1zFthD2DeaScr",679,339.5000000000000000,339.500000000000
"1Ge7dY8bKwYZg3WodGJxfkFn2meL2HBq6N",0,0E-20,0
"18xPyDC14vTXjDMdezo98DgPN8iuRHSzcg",0,0E-20,0
"13sy49VFxaX5cDgUXDNpk5JXeQ51h7BJ6e",0,0E-20,0
"36tBzWYkeYJ1PrHeGD3Rz1jm32LBVt5kU1",0,0E-20,0
"1Dq9YWQZ3WtjYtxdiygsVdbiNvAeK2HufG",0,0E-20,0
"19gXQ3QBWTYyzhqDxvVwVVYGo4MPqmhBP9",0,0E-20,0
"1ManS9nYCfdv2peHjWy7iTvmbxZXH7Ek2T",0,0E-20,0
"3AUkCHPDXKyPS89CwHXRyoEAS4cVbVBZzi",0,0E-20,0
"1AdeidqcMTpYbQFBGJjFsFjxNo3DQSNPEU",1391,695.5000000000000000,695.500000000000
"16pSmbj6EdczUCyb5cQjC2xptspHLjyQz5",0,0E-20,0
"1FMcGPuCnkbYycrtnyffam2o8czAfbPmWr",0,0E-20,0
"19C59WpPBmYRudQZF9zktugXFM2hSsVsjV",0,0E-20,0
"19zaZVu81BtnRJDSnEACLwEU5V6z6F9H3k",200,115.5000000000000000,72.7444155932261236
"3G4qjfgVvKvySdYGFK78uTyjhq2sD55hrx",0,0E-20,0
"1Nrc6AN87NFwMhGLfDhfnZFtJCwdZkYjw8",1853,549.3333333333333333,607.021050339735
"1GgmKDV2rXA93uEpsGC6gWQKGezEP5z4qM",1058,359.0000000000000000,494.328500763072
"1Aa1qATLujBJQurLrJh6SHBMrPVghUPYpG",0,0E-20,0
"3QTMibqJjmFV5B6nQP7oDiQePoXcRWS8aV",0,0E-20,0
"1FY5QQjfohziQ4XJBAbAeMoAjoHBJbSKG",2217,824.9000000000000000,667.168262134823
"3ARDkym1sywhqwtr1soYXfHF6oqkNJUidk",0,0E-20,0
"1FMCD96ZPopkssavEAR93UbpeKSNx4L7Ve",0,0E-20,0
"13WBjQprDa6Amgr8KrxBBkdZoyYuzBDomk",0,0E-20,0
