"address","address_in_count","sum_granted","max_granted","min_granted","avg_granted","max_input_index","min_input_index","avg_input_index","max_output_index","min_output_index","avg_output_index"
"1Fbxf6MJUUsA8Wim2QWs84V4cdRiPq7QgU","1","2913013","2913013","2913013","2913013.000000000000","52","52","52.0000000000000000","27","27","27.0000000000000000"
"1FbXm8aAN2Gxr8iJ23N94TqiiQwrNsQ1M4","1","4157500","4157500","4157500","4157500.000000000000","104","104","104.0000000000000000","1","1","1.00000000000000000000"
"1FBY41JkUobHUX84PYyN2tSUkmwc3fFiQM","1","19357469","19357469","19357469","19357469.000000000000","73","73","73.0000000000000000","0","0","0.00000000000000000000"
"1FbY7TeEHtWMBLpaBztJ3up8kVbKUCrmSE","1","30000000","30000000","30000000","30000000.000000000000","78","78","78.0000000000000000","1","1","1.00000000000000000000"
"1FbYjiWTrTPe6z8LSRJC5RjhNDbnHsBCQf","1","1002000","1002000","1002000","1002000.000000000000","265","265","265.0000000000000000","1","1","1.00000000000000000000"
"1FbyNqVX8ueEv29qG99ydnuQjWzaspDdrf","13","6859336","606529","383333","527641.230769230769","49","0","30.0000000000000000","1642","0","1422.3846153846153846"
"1FbZegT6G1bhzbXdhUbxCHgXHta7YW8Lsh","1","2120000","2120000","2120000","2120000.000000000000","55","55","55.0000000000000000","1","1","1.00000000000000000000"
"1Fbzo5wGwmJ4PbuZ6mwCXCHk6SWSRdcFP7","2","500000","300000","200000","250000.000000000000","17","8","12.5000000000000000","15","7","11.0000000000000000"
"1Fc1GE5c5tm19o7rCpvt3XJTRNDmvxEm3P","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1Fc1RuVAr7c7tMSWySXvfbYRGjdym1gNGs","1","130000","130000","130000","130000.000000000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1FC1SmtLQEmX8EdnhB6aZhB2fu7WDe9u12","7","3822","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FC1SUKvLxzNLgJ7pJeSwYRbpqwsJnFcu4","1","5014807","5014807","5014807","5014807.000000000000","154","154","154.0000000000000000","0","0","0.00000000000000000000"
"1FC2KwNM7xiH711ve4TWPJ467UaqWkmf9U","4","8241314","2622084","1482699","2060328.500000000000","272","12","141.0000000000000000","9","1","4.0000000000000000"
"1Fc2L5ue8KDBxNohshEjrJgadMA4pwYKzU","1","2902771","2902771","2902771","2902771.000000000000","131","131","131.0000000000000000","1","1","1.00000000000000000000"
"1Fc2V42YdAABWBdxWPRnGp93zm1LeHaDjt","1","11943724","11943724","11943724","11943724.000000000000","41","41","41.0000000000000000","0","0","0.00000000000000000000"
"1FC3PHkbwb7cwNNNU7reLuDpyWGE412JoK","10","127817879","18794195","9083517","12781787.900000000000","21","4","12.1000000000000000","1","0","0.50000000000000000000"
"1FC3TXhFn8wqLA3BmHNirU4Hpk5XZyQ6jH","5","9200000","1850000","1800000","1840000.000000000000","126","15","84.4000000000000000","1","0","0.40000000000000000000"
"1Fc3w66zMhSsACek1kJ8DLh7MxLefXgZrG","18","116504189","39694992","535360","6472454.944444444444","97","23","62.8888888888888889","11","0","4.0555555555555556"
"1Fc3xBoVm8ErZCMT9DairRbFNRD4YNeuBA","9","98280","10920","10920","10920.0000000000000000","0","0","0.00000000000000000000","2","1","1.6666666666666667"
"1FC41fLtP7RQD9Mw6Vq3G9Lx4XPhjd4qZR","2","43187733","29087533","14100200","21593866.500000000000","153","140","146.5000000000000000","13","10","11.5000000000000000"
"1FC4e5uJ87gVrvTPqniP7CNXvqkLPSyFWj","4","2400","600","600","600.0000000000000000","0","0","0.00000000000000000000","3","3","3.0000000000000000"
"1Fc4eVWEg9akaqc8SegVjFk2aR83Y7d7Yp","5","17112758","9680660","955675","3422551.600000000000","84","0","35.2000000000000000","1","0","0.60000000000000000000"
"1Fc4kvsZPzjx9htvneuSAhyBkvTxfd2Wcx","1","5049700","5049700","5049700","5049700.000000000000","73","73","73.0000000000000000","0","0","0.00000000000000000000"
"1Fc51prqHcK9UgVDC7AsQJXnVcwPjFF8i5","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1Fc54ce3psqfhA1qbSD9cHgobuwtWcSx8q","12","2500446","1847765","11316","208370.500000000000","10","0","2.5000000000000000","3","0","0.41666666666666666667"
"1Fc54k4kMNV2JvNFBDAAa2xc2kPwjL6EbS","1","13716810","13716810","13716810","13716810.000000000000","99","99","99.0000000000000000","1","1","1.00000000000000000000"
"1Fc5G8QcfyT2ZASD8wgXSKj6fvY4Ur6jHE","24","3697278977","200000000","64515322","154053290.70833333","211","1","116.0000000000000000","16","0","3.0833333333333333"
"1Fc5HHMw1kmfvNf8yWS5BnWNU8MwdHrCjs","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1Fc5rzikBMfV363Cnv99CUdT4ysxHXYaRG","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1Fc5zjqY8GhxStcMiJ1TTVUU8x3nkHBouH","1","13872400","13872400","13872400","13872400.000000000000","62","62","62.0000000000000000","1","1","1.00000000000000000000"
"1Fc66w8ExvJYDPcZ4NvxYoBunVQ2KPYi2V","2","10520503","8777768","1742735","5260251.500000000000","68","47","57.5000000000000000","16","12","14.0000000000000000"
"1FC6eZRUiimY6fMxegMQMw1xuQQZwShXRa","1","177023","177023","177023","177023.000000000000","9","9","9.0000000000000000","1","1","1.00000000000000000000"
"1Fc6MZ5cdPu3U9XmQrVSM6udPbfHUv9Szr","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1Fc6QYLqM1TDcRKci1uTS89x8ofgoVUnXR","1","115113","115113","115113","115113.000000000000","279","279","279.0000000000000000","0","0","0.00000000000000000000"
"1FC7rWN7A9kBA4cKgc6fy2mJakwZJFWF5B","1","1806625","1806625","1806625","1806625.000000000000","11","11","11.0000000000000000","6","6","6.0000000000000000"
"1FC82Mfpp5DDKwqenDmcQe7L2ubZRUVhHf","1","1608856","1608856","1608856","1608856.000000000000","1","1","1.00000000000000000000","3","3","3.0000000000000000"
"1Fc8bTH9zvXPpStmMEGjdvTA8CPSHkoxcm","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1Fc8ygz9c8oUnAm3Y2KtawmTZzKd5UYJXq","2","1467415","824531","642884","733707.500000000000","28","20","24.0000000000000000","7","6","6.5000000000000000"
"1Fc8ZogZvRTx2b65cBFf7oPSufZxiqfNg1","7","3822","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1Fc9a4NQwBu74M5H3bXzEtot6pcKApnv7m","3","1638","546","546","546.0000000000000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1Fc9cxzhqaaxgAbp5JQ2Didz2zbz86VnVL","1","833000","833000","833000","833000.000000000000","25","25","25.0000000000000000","0","0","0.00000000000000000000"
"1Fc9EN3yxpV9y5t4DTRZCyVwvuK6EAnyBA","1","498300","498300","498300","498300.000000000000","64","64","64.0000000000000000","1","1","1.00000000000000000000"
"1Fc9qCoXSd99tnKXeAzC73KKCShiQFoGFa","12","7814060","2690035","133074","651171.666666666667","537","38","340.7500000000000000","0","0","0.00000000000000000000"
"1FCa1Jya8NC6JchrrLhKraf4GDrkeQf87T","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FcAA9eo5jipQvgUj3p7uu49WbM8EUesTN","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FCacMNDFk4isXU7KYoLLruKvEMKG6X33Z","1","13400000","13400000","13400000","13400000.000000000000","196","196","196.0000000000000000","0","0","0.00000000000000000000"
"1FcAieT2DPuFnVWkFoY78cKpqxYB9bvTfN","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FCamssZgbGm1DcCCiwH4KaSxCWaMePJ2H","1","2360000","2360000","2360000","2360000.000000000000","148","148","148.0000000000000000","21","21","21.0000000000000000"
"1FcAP6ZWAV9CCkHSbbDqr8MCAJFA4bxHwg","6","3276","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FCAQF7g5yGLDAY6rcJdvyu44dZ41GiWMn","2","144676","99676","45000","72338.000000000000","246","224","235.0000000000000000","2","1","1.5000000000000000"
"1FCaqVtjMUweKwGtGVB8571HMNWVPa2KP8","2","947928","691851","256077","473964.000000000000","3","2","2.5000000000000000","0","0","0.00000000000000000000"
"1FCAuMPRu3A2sPWMLVg6QdGmnbYiLu2i2M","1","1882271","1882271","1882271","1882271.000000000000","71","71","71.0000000000000000","1","1","1.00000000000000000000"
"1FcAuR98BEGVYvFf6PTRf9XhQFcKFcu9Lt","3","351546","300000","546","117182.000000000000","0","0","0.00000000000000000000","1","0","0.33333333333333333333"
"1FcbHsq8UqJtEqX5JqGazg2p1actHq4XkR","2","3669882","3610000","59882","1834941.000000000000","19","7","13.0000000000000000","3","0","1.5000000000000000"
"1FCBptu2FG2rZYrSMDTreSEQRBeHTfCM3b","1","1321300","1321300","1321300","1321300.000000000000","153","153","153.0000000000000000","1","1","1.00000000000000000000"
"1FCbq4wuxbou87n8rvGug3dK1innVCZdXr","1","9697258","9697258","9697258","9697258.000000000000","10","10","10.0000000000000000","0","0","0.00000000000000000000"
"1FcBr9jPTxmBD6hBxcuhAnr6kPWF2ko7XS","1","16380","16380","16380","16380.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FcBSJSJzyBV32WtA4eGB9gACdChBxf8WA","34","91535000","8005000","715000","2692205.882352941176","739","1","351.7941176470588235","1","0","0.50000000000000000000"
"1FcBTZB3EEHk6NGvearRKcSiZYVBEX3DiG","1","210920","210920","210920","210920.000000000000","2","2","2.0000000000000000","15","15","15.0000000000000000"
"1FCbYkuEEeFyhY4iN6uUz4omAR4zutyAPJ","1","990983","990983","990983","990983.000000000000","22","22","22.0000000000000000","0","0","0.00000000000000000000"
"1FcchsvJMm1EbVG1Ms2Z6dfs9cjfuoLTRt","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FCcn9Sqjq4k1uVzeNPvmUAUw5t9EtxhXp","1","2807928","2807928","2807928","2807928.000000000000","50","50","50.0000000000000000","0","0","0.00000000000000000000"
"1FCcoCJSBwFpCb3WHsfy7kEAeA7jieTWpa","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FcCRC6SuwDPnB71qwUithL7VgFi3Yez3P","6","16176899","9369051","1035985","2696149.833333333333","213","6","82.0000000000000000","11","4","6.6666666666666667"
"1FCCRJzcS2qgZuYEdpH1ZHNWbXLWSdHE1d","1","1356720","1356720","1356720","1356720.000000000000","125","125","125.0000000000000000","0","0","0.00000000000000000000"
"1FCCUCgiUDM8JbNEU7RQuJMzYvECuoRzAL","5","2509800","871100","332900","501960.000000000000","95","7","37.6000000000000000","4","0","1.6000000000000000"
"1FcCUF6f8BHUu2oqoxQxYqe2cJTferwy2d","1","5973450","5973450","5973450","5973450.000000000000","216","216","216.0000000000000000","0","0","0.00000000000000000000"
"1FCd2hko9E9ohmeyaZnho7mVToA8kRaaJB","2","9724373","5624373","4100000","4862186.500000000000","3","0","1.5000000000000000","9","5","7.0000000000000000"
"1FCDG8ngzkaVCD6T5XrRXb86fRB8NEHRNC","2","1000000000","500000000","500000000","500000000.00000000","5","2","3.5000000000000000","1","1","1.00000000000000000000"
"1FCdKc2155ZhN51CCZMDhU2rAWRdZE4k5T","1","50000","50000","50000","50000.000000000000","7","7","7.0000000000000000","1","1","1.00000000000000000000"
"1FCDMSG5ApdaGD6Wg3ou1AZM3EmqWBbopo","2","1440546","1440000","546","720273.000000000000","164","0","82.0000000000000000","2","0","1.00000000000000000000"
"1FcdNND3xgBYZENFqq3zcQnd5vxYq2d7hi","1","959198","959198","959198","959198.000000000000","116","116","116.0000000000000000","0","0","0.00000000000000000000"
"1FCdrBsZo1nFu4ahkGjSAVrJYXEAfiDfcn","1","375089","375089","375089","375089.000000000000","18","18","18.0000000000000000","9","9","9.0000000000000000"
"1FCDTEWG4akbeg1zkZDZ9UtNdM6GNWFYow","1","30744268","30744268","30744268","30744268.000000000000","92","92","92.0000000000000000","0","0","0.00000000000000000000"
"1FcDVABXgbmknoeRyUwNBCBxaVNWTjvmKJ","1","40000000","40000000","40000000","40000000.000000000000","99","99","99.0000000000000000","4","4","4.0000000000000000"
"1FcE3DNBGvVrRUoyjWosW41q8Z9w9TdiNA","2","34086847","27420870","6665977","17043423.500000000000","180","1","90.5000000000000000","1","0","0.50000000000000000000"
"1FCECj3D3Gc7PBrfoBCE6ys31K6PXVFu8v","1","250742","250742","250742","250742.000000000000","58","58","58.0000000000000000","0","0","0.00000000000000000000"
"1FCEhZvvj1WqRW6teJHoKviNZAHCgsLdua","3","1379566","1262900","55210","459855.333333333333","83","32","64.3333333333333333","0","0","0.00000000000000000000"
"1FcerNp78JTF5kgH3y7Ls7X4phTivCW6Jq","1","668499","668499","668499","668499.000000000000","123","123","123.0000000000000000","0","0","0.00000000000000000000"
"1FcEum4GxUANGRguArVfHwRkrLTX4wx8C3","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","3","3","3.0000000000000000"
"1FCeV2JyCDrFpBnPpc7p4ZjBZCaJrWDqt8","1","2612631","2612631","2612631","2612631.000000000000","38","38","38.0000000000000000","1","1","1.00000000000000000000"
"1FCFmFkHNGXDFNA1t23MDT7SVvmnWpHZDr","12","2749793","230562","228370","229149.416666666667","4","0","1.5833333333333333","3","1","1.6666666666666667"
"1FCfrWPaXc8MxwUaJJSP4At8SUFfdSfBfQ","1","18000000","18000000","18000000","18000000.000000000000","82","82","82.0000000000000000","15","15","15.0000000000000000"
"1FcfSxxhn5XcUDqHrQNFLYdJrYNi1R213F","1","5000000","5000000","5000000","5000000.000000000000","210","210","210.0000000000000000","0","0","0.00000000000000000000"
"1FCFw3KPap3cJnjxZqUjxXqj1MEEP7A2DR","1","2071154","2071154","2071154","2071154.000000000000","157","157","157.0000000000000000","0","0","0.00000000000000000000"
"1FcG8XSnXp7zDjmRny1oM6jFhivFrmtF1H","12","13148685","1218159","1014373","1095723.750000000000","229","2","109.4166666666666667","94","8","63.5833333333333333"
"1Fcgfnyx3ZjtMh78pVUAYc4sYNZcATyqDL","1","1869134","1869134","1869134","1869134.000000000000","253","253","253.0000000000000000","0","0","0.00000000000000000000"
"1FcgFvn3hDrBYdSHMTdyYsP3fhaCsxcKSW","25","45278309","7550000","500000","1811132.360000000000","94","1","47.0800000000000000","6","0","1.1200000000000000"
"1FCGSjKYbxyUUckzhwSqZbXkmLW8sZmBd3","1","9200137","9200137","9200137","9200137.000000000000","130","130","130.0000000000000000","0","0","0.00000000000000000000"
"1FChAzxL3SxybXnVaudBxc1n6RAXBy7Swx","3","7135111","3025374","1084363","2378370.333333333333","726","201","390.0000000000000000","16","4","10.6666666666666667"
"1FCHdFe2EZTPc4T3qq3cy1HMDQpEPon7Bg","2","85584270","57695059","27889211","42792135.000000000000","100","90","95.0000000000000000","0","0","0.00000000000000000000"
"1fchFAPkumh1DKcwbr8UALW3j8gDo9j8G","2","1894655","1019470","875185","947327.500000000000","0","0","0.00000000000000000000","1","0","0.50000000000000000000"
"1FChGNzusGGZJ7Sx4TZnCg48WpAT3XgHj1","1","64650340","64650340","64650340","64650340.000000000000","182","182","182.0000000000000000","0","0","0.00000000000000000000"
"1FchW1ZTa3M4dsPVBfMrkxh2vFVkFNAc9L","2","120000000","100000000","20000000","60000000.000000000000","8","0","4.0000000000000000","1","1","1.00000000000000000000"
"1FCHZ25DdW4eSTXyMLY4JRezcaiTvBrdQX","1","12425125","12425125","12425125","12425125.000000000000","34","34","34.0000000000000000","0","0","0.00000000000000000000"
"1Fci1M8j25TUuKocSPAQwcMfpdCicpvaxt","1","10000","10000","10000","10000.0000000000000000","1","1","1.00000000000000000000","0","0","0.00000000000000000000"
"1FCibmoNaTHod46nbPvis7sS8Vv5bWZNrr","5","15696984","4962695","2006121","3139396.800000000000","72","34","52.8000000000000000","8","2","4.2000000000000000"
"1FciGbYc8wbzEszZhciWMhU1xEXx6DEFu","1","1131118","1131118","1131118","1131118.000000000000","37","37","37.0000000000000000","0","0","0.00000000000000000000"
"1Fciixqhg6DUZgnd25EKursQsAtJw4wTmo","9","2925393","368140","136359","325043.666666666667","124","0","19.4444444444444444","3","0","1.00000000000000000000"
"1FciJFxYGX4giMwYmfH9jpeiZtnWrbxRb5","4","11416989","3879328","1536205","2854247.250000000000","211","22","92.0000000000000000","7","1","3.2500000000000000"
"1FcjfHPnyjX9Zxu8QpdpgvRRjY5T8PGk5p","1","10094289","10094289","10094289","10094289.000000000000","72","72","72.0000000000000000","1","1","1.00000000000000000000"
"1FcjumHjXs9Qq8woLHQEcA8ze5AwmnFAZd","1","200000000","200000000","200000000","200000000.00000000","4","4","4.0000000000000000","0","0","0.00000000000000000000"
"1FCk3bjqR5ykXeArRASKMaS4XVQR8xX7z8","2","18271522","10000000","8271522","9135761.000000000000","83","80","81.5000000000000000","1","0","0.50000000000000000000"
"1FCkBBQ1tDEr1a1NJEBM1mxrbuVLrqBS4o","1","46671276","46671276","46671276","46671276.000000000000","5","5","5.0000000000000000","1","1","1.00000000000000000000"
"1FCKHYMCeFpmmu4SmwLBKchenSSMwFdSfp","1","16709","16709","16709","16709.0000000000000000","4","4","4.0000000000000000","0","0","0.00000000000000000000"
"1FCKjr9TobkR4q5qAtnP75WkhuMrcoqFLg","2","3315845","2693700","622145","1657922.500000000000","20","1","10.5000000000000000","16","3","9.5000000000000000"
"1FcKMFYmQaeRpiKKfrofyaJ99z8EXzHg2L","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1FckoEuzvjiXm6T7tepfGGze7VR5CR2vkQ","1","9239405","9239405","9239405","9239405.000000000000","4","4","4.0000000000000000","0","0","0.00000000000000000000"
"1FcKrwYLMGPAYVHZAMeaPPWKLwgurjER7a","1","1000000","1000000","1000000","1000000.000000000000","59","59","59.0000000000000000","1","1","1.00000000000000000000"
"1FckTRvJEj3UjKoFFMpiwSGan6pnrmFnDM","4","7430400","1857600","1857600","1857600.000000000000","215","18","138.5000000000000000","2","1","1.7500000000000000"
"1FcKxHrPQw2jLXK6VSKP5AwGi1FhWqETTi","6","7548037","2247503","537168","1258006.166666666667","25","5","17.0000000000000000","30","0","16.8333333333333333"
"1FckYberx2AJXPFLmceYSc6zMLjoCU6Snn","6","12810520","2237086","2050490","2135086.666666666667","211","15","110.0000000000000000","94","5","41.8333333333333333"
"1FcLJQr74wPwBrV9UNww1e7V1sBiNaFTcd","2","40279407","25600000","14679407","20139703.500000000000","97","67","82.0000000000000000","1","0","0.50000000000000000000"
"1FcLLncKb5A8j2mRDR6vydLWEd2adxf9Er","2","11123121","11000000","123121","5561560.500000000000","2","0","1.00000000000000000000","0","0","0.00000000000000000000"
"1FcLSk3NEDp6yAmZ3WssWBqfJw25Ku4Ghu","37","20202","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FCLut7dRw4SsgU7EYCx7CCyhrnzE855Ru","37","110513159","49999999","1016876","2986842.135135135135","237","12","132.0270270270270270","97","0","53.2162162162162162"
"1FCLXMcaAqXj6zq3tXMBUdH5WJrLFgd4Ux","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FcLYTEwTVyTQRoTjLmcXwEAMYcWGGE1N4","2","261953","161890","100063","130976.500000000000","6","4","5.0000000000000000","1","1","1.00000000000000000000"
"1Fcm1x6PfjTZMgXZ65Te6ZN2enfrv45Was","1","1275921","1275921","1275921","1275921.000000000000","108","108","108.0000000000000000","0","0","0.00000000000000000000"
"1FcM2V5SFUDggDq7VhvBPgYpNMui4oJ42U","2","2086263","1054103","1032160","1043131.500000000000","238","206","222.0000000000000000","73","55","64.0000000000000000"
"1FCmauSjhc512Z4P7UpfpwkbFZU27Xswpz","1","1212695","1212695","1212695","1212695.000000000000","63","63","63.0000000000000000","0","0","0.00000000000000000000"
"1FCMb5VP9Z9aoHxNoSL7dRQQdNsxMHU6re","2","23232296","23231750","546","11616148.000000000000","17","0","8.5000000000000000","52","0","26.0000000000000000"
"1FCMcz4ZzRZCArm1kcK1oMTHVRvqYadDWz","2","218000","140000","78000","109000.000000000000","82","40","61.0000000000000000","19","16","17.5000000000000000"
"1FcmgAd6FbCo916jgrNeEbpNfTtRSWQvAU","1","12720000","12720000","12720000","12720000.000000000000","12","12","12.0000000000000000","0","0","0.00000000000000000000"
"1FcmqrJxGw1WoFBCojRghftE2uYYiUKZbh","6","3276","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FcMqUMACkDD3tZqe158dw4w4EajaX734M","1","7990000000","7990000000","7990000000","7990000000.00000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1FcMR9pLaNbC1DMqaH8T43uRwN9j2NoEdZ","3","5466150","3722000","810000","1822050.000000000000","104","0","34.6666666666666667","9","2","5.6666666666666667"
"1FCmrgVhSfxGXgJZcxoZDVfrEvXV8mTv2c","1","2759338","2759338","2759338","2759338.000000000000","192","192","192.0000000000000000","0","0","0.00000000000000000000"
"1FcnAaUeAB2ydK1etDJ6YVoSM2TjoqFZjE","1","6057155","6057155","6057155","6057155.000000000000","11","11","11.0000000000000000","1","1","1.00000000000000000000"
"1FcnLeSjbdPVnKQc4tE1YWrP1ZUEqypYMD","3","1549863","1008105","213758","516621.000000000000","97","16","65.6666666666666667","0","0","0.00000000000000000000"
"1FcnpEvrGtQU3zByDNAjuWqbYNAt4iGzHe","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FcNsvNeMfChWFc6AWRXc6K5FWw3Wr7yAt","1","8365","8365","8365","8365.0000000000000000","107","107","107.0000000000000000","0","0","0.00000000000000000000"
"1FcnToLggnfJmywvLUcJE2WgYse3ircVoe","15","8190","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FcNwCCpLDnuV8odGWtzUoBPExMfdMACB7","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FCNY5ggDGXS2juXxVqtfqiU7Nx5joEkJ3","62","10600670230","800000000","4235910","170978552.09677419","235","0","125.2903225806451613","11","0","0.33870967741935483871"
"1FCoFkFpfkWmq5myNJo5mEuZS7oN5FVWUo","1","233493","233493","233493","233493.000000000000","96","96","96.0000000000000000","2","2","2.0000000000000000"
"1FCotozJ332eyZZPoGviK5E6djpZcyGJz4","8","48975595","20745550","1892268","6121949.375000000000","227","18","112.0000000000000000","1","0","0.25000000000000000000"
"1FCpa2E1Qr24BEyoc3bJCSK1oGx8agRQLB","51","82524800","2273600","1021000","1618133.333333333333","236","6","128.5098039215686275","1","0","0.50980392156862745098"
"1FcPAMzUVAZpFZTmfTa95AgWBbp4EWLM8y","1","99900000","99900000","99900000","99900000.000000000000","0","0","0.00000000000000000000","3","3","3.0000000000000000"
"1FcPaYx6BaASUahvHCo618GABH6BuhS7GF","1","4050076","4050076","4050076","4050076.000000000000","5","5","5.0000000000000000","3","3","3.0000000000000000"
"1FCpd1CQzBEn1TSVaDAbFSJB9LKtcUU6U2","1","2594044","2594044","2594044","2594044.000000000000","82","82","82.0000000000000000","0","0","0.00000000000000000000"
"1FcPFH4xoQumzkR5gCFsFGrxzKWVBxa99j","1","16380","16380","16380","16380.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FcPhANy42sEBSTqnQaHxr3By9RGW889Yq","6","3276","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","1","1.1666666666666667"
"1FCpimC2WCVud7QzjERxKGLjRAT6mwTjkX","1","4185997","4185997","4185997","4185997.000000000000","177","177","177.0000000000000000","0","0","0.00000000000000000000"
"1FcPmTNEsAa24dZthqyhEQZdZ5EijQRXbU","2","105663000","65968000","39695000","52831500.000000000000","235","123","179.0000000000000000","1","0","0.50000000000000000000"
"1FCpSHaKme925DP51K6orBB283PvJsCWGX","60","39563510","763622","606538","659391.833333333333","28","0","8.7000000000000000","929","804","863.9666666666666667"
"1Fcq6FEe5vjCEp17xUcNhETVUnrshaYyrL","2","622540000","621080000","1460000","311270000.00000000","54","4","29.0000000000000000","2","0","1.00000000000000000000"
"1FcqaEkSoponV6QCZ7uoAGb7n7R34YBzMX","15","20717581","1495918","1043578","1381172.066666666667","235","2","116.6666666666666667","380","291","341.4000000000000000"
"1FcqcyHwUm8BiekKkas3R7PQPCSNtYwEYw","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FCqCZDtYH87ApRi7T78pESuaFAw4vR5aE","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FcQfAAR6iCfRqffTHafh3M9TnQnXCGPth","1","1530198","1530198","1530198","1530198.000000000000","70","70","70.0000000000000000","0","0","0.00000000000000000000"
"1FcQfEEpMTAm8nLD31mK2BG6qrzP8DwNco","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1FCQfXXmX7jYT8MNFom2eCCsmTu8Rfg4bB","1","26419645","26419645","26419645","26419645.000000000000","45","45","45.0000000000000000","28","28","28.0000000000000000"
"1FcQLb9ejf8YGKNqheJxka8QNnkR3JmFVA","1","142363","142363","142363","142363.000000000000","7","7","7.0000000000000000","18","18","18.0000000000000000"
"1FcqoiomtfxEHyqb47tspAX28nZypKQRef","1","32394","32394","32394","32394.000000000000","138","138","138.0000000000000000","44","44","44.0000000000000000"
"1FCqpZ3zVekAAS7gPHH92WJhKZNaANKCnR","10","900609465","800000000","546","90060946.500000000000","209","0","20.9000000000000000","2","0","1.7000000000000000"
"1FcqrxDuWLZKsn76qXpb75kJ7czGpuhyXo","1","147446","147446","147446","147446.000000000000","104","104","104.0000000000000000","0","0","0.00000000000000000000"
"1FCQSUcrF3o2ZtLaS3zepeuHkYWQFCQZfz","1","11652415","11652415","11652415","11652415.000000000000","13","13","13.0000000000000000","36","36","36.0000000000000000"
"1FCQVBhTtCXJjvxpFnSZ8tJ5KHVAk1njSN","1","546","546","546","546.0000000000000000","0","0","0.00000000000000000000","0","0","0.00000000000000000000"
"1FcqVMnDQivdGBBmFLmu5ikGpFfV4iDUiU","5","1509037221","1445450611","1640000","301807444.20000000","194","0","114.4000000000000000","1","0","0.20000000000000000000"
"1FCQxWbTy1c2urtbYXMfehWn6Q5PiQoZTN","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","1","1","1.00000000000000000000"
"1FcRDSAUHaUMYGxRofuHUxf4QEKaf1FZw2","2","333690380","193690380","140000000","166845190.00000000","216","19","117.5000000000000000","1","0","0.50000000000000000000"
"1FCRGcRCBTxbMWsxxDxsECAiGwBn7Ytf3r","2","1092","546","546","546.0000000000000000","0","0","0.00000000000000000000","2","2","2.0000000000000000"
"1FCRitEj28YycMqNYHmi8wgP6L8ceJjrmN","3","42510000","19670000","10540000","14170000.000000000000","221","69","150.0000000000000000","1","0","0.66666666666666666667"
"1FcrKTUuv5SmAEY2Fh68297T7S1bBsML8g","1","21819245","21819245","21819245","21819245.000000000000","11","11","11.0000000000000000","0","0","0.00000000000000000000"
"1FCRMC1kNdfgiYiddn51CYB5R69HJEfPYz","1","529344","529344","529344","529344.000000000000","15","15","15.0000000000000000","6","6","6.0000000000000000"
