"address","address_in_count","sum_granted","max_granted","min_granted","avg_granted","max_input_index","min_input_index","avg_input_index","max_output_index","min_output_index","avg_output_index"
"111rayuAUmxSh1DhQjn5fERk5qi9Tp5hd",1,10200,10200,10200,10200.0,38,38,38.0,1,1,1.0
"11244bDC6MbpQwzkofNyHKJUpTvMSmdaPv",4,725764,258805,123427,181441.0,77,30,58.5,2,0,1.0
"1127ruUFmD6mJesfvEkRqcqufJbcgRkzaQ",6,3254250,826076,183357,542375.0,98,13,46.0,6,1,3.3333333333333335
"1129kyeRZLvvyt9wKXfszprCme5vUxPGEU",1,187029,187029,187029,187029.0,157,157,157.0,2,2,2.0
"112agXBu72qPgYErvqqEqgRropHacJfH2p",1,20000000,20000000,20000000,20000000.0,21,21,21.0,0,0,0.0
"112aMbzaifSzz17dt4iieNBNRaNMPMsBhN",1,5000000,5000000,5000000,5000000.0,6,6,6.0,1,1,1.0
"112d3YxaF4hQ97y3PQqrFSm4gtej151n5v",9,3564284,788263,93476,396031.55555555556,83,19,42.333333333333336,7,1,4.333333333333333
"112KZzMNZdBhTZmswzyn5HJHusQNut5HMi",1,153888,153888,153888,153888.0,270,270,270.0,0,0,0.0
"112MpvBrfpEm6AQoUEZ6X5rGJDjCMWMzdU",1,120220,120220,120220,120220.0,71,71,71.0,0,0,0.0
"112THsEt2X7ih88ozzk9AraDCdyLT1Y7hT",1,784175,784175,784175,784175.0,15,15,15.0,1,1,1.0
"112tRcGT8bxhkgQARdSGqUHvvnP4exTqS7",1,362281,362281,362281,362281.0,235,235,235.0,0,0,0.0
"112TUjgnx3VH3Rded3sHF7Ps2ziNSV7kTM",1,207405,207405,207405,207405.0,72,72,72.0,0,0,0.0
"112yDjsRAfxpArzropFt6L6j5bYbCu4DA1",1,7232877,7232877,7232877,7232877.0,19,19,19.0,21,21,21.0
"1138ue28jT9N8dVn3SXLuBc9jCEPziCGF9",1,35543,35543,35543,35543.0,1,1,1.0,43,43,43.0
"1139fSvd8LgtdPhzHoWQnnT1yKTJE3C2Ma",8,12234153,4991028,110000,1529269.125,99,8,44.875,18,0,5.25
"113f9yzSHbnup4uFwrT9ZDvMjv66Tf1rT8",1,2749260,2749260,2749260,2749260.0,28,28,28.0,2,2,2.0
"113gSmddMVimpqPBQkAb7zt4yRxTMwnmu2",1,1684821,1684821,1684821,1684821.0,62,62,62.0,16,16,16.0
"113JHmkfYtJcT1d24gT3xpJ92WkokKCFL1",1,684940,684940,684940,684940.0,25,25,25.0,2,2,2.0
"113jsqzj6yqQJUGs6F6DLhqWnZasHHU5zh",2,2706549,1403600,1302949,1353274.5,18,3,10.5,1,1,1.0
"113MYKFk975awKzmkbpePeqd8DfKFWbwy8",1,13180,13180,13180,13180.0,203,203,203.0,1,1,1.0
"113NRi2kyzaHYVbENrzraTLe7QaYfc3odm",1,576278,576278,576278,576278.0,35,35,35.0,44,44,44.0
"113V6VChQhXdu3dnhsiGepTGrreZQwPW2L",1,218986,218986,218986,218986.0,2,2,2.0,1,1,1.0
"113vniaUVu92bXPTK6dtqkQziNrfr75N8p",7,2006378,338817,205976,286625.4285714286,49,3,34.0,5,0,1.8571428571428572
"113vPzG2j98KnAnkhvdN7bZheup3ADPYox",6,38143,20000,1000,6357.166666666667,59,6,45.166666666666664,1248,0,491.8333333333333
"1142hafQh6ifVZ7dnoZN1xSFmBQrBUjyzE",1,1001173,1001173,1001173,1001173.0,3,3,3.0,0,0,0.0
"1147RS1uv5aTibELnk5T73TG9kbcEGA3oj",1,193000,193000,193000,193000.0,195,195,195.0,1,1,1.0
"11493hQVDPxfPFoiH686CYojoBBw8EZsei",1,29849,29849,29849,29849.0,88,88,88.0,0,0,0.0
"114AKxJDe5cMii3rFsVWJjmtBe9FmEzC6L",1,328061,328061,328061,328061.0,171,171,171.0,0,0,0.0
"114esMhGDFnModZfdsjp8tsZoTZpVGLfcx",1,78204964,78204964,78204964,78204964.0,318,318,318.0,1,1,1.0
"114EyHTWS5cX4hdKqH72j54N88aUgPAeTi",1,1878404,1878404,1878404,1878404.0,257,257,257.0,1,1,1.0
"114GAjBseHHwGDRWrB45dDLVULHoczvLVu",3,6915139,3402000,1122139,2305046.3333333335,12,0,6.666666666666667,21,1,11.666666666666666
"114i1mQPpA4JmNrAXLoqVZ6s4Sy9Tm5ELQ",2,274853,258235,16618,137426.5,70,37,53.5,15,6,10.5
"114iJJXQS7cYHoYWtrWU3MRobVvGv42imQ",1,172800,172800,172800,172800.0,52,52,52.0,1,1,1.0
"114iyrTbcRQdJrD8iUeFAQbRgM8XNuyFM5",1,1150918,1150918,1150918,1150918.0,43,43,43.0,0,0,0.0
"114KoNLXe7t4nogQP5gHfhWRm5TeXvWeLf",1,159507,159507,159507,159507.0,298,298,298.0,1,1,1.0
"114n7AAmZmo96kbVHZ7RLrhTc5134qnPs5",3,1151432862,913743214,10767,383810954.0,1,0,0.3333333333333333,1,0,0.3333333333333333
"114pPmTxyvuVs4moCMnGLMSQDbkU7Bo1Lk",52,34615667,1179786,546662,665685.9038461539,24,0,7.730769230769231,1096,730,911.2307692307693
"114Qrt93bvb8kCw5gLUEiPuFb15xn1x94B",1,101807,101807,101807,101807.0,43,43,43.0,1,1,1.0
"114QX7ErwdQzufuUNAC2LfB6sTzAtrUMRY",1,24563,24563,24563,24563.0,259,259,259.0,0,0,0.0
"114sgCWCfhBjDy5mxEBSpJe7SRAZw7mHHo",3,2928758715,1499144365,492794476,976252905.0,0,0,0.0,1,1,1.0
"114tjzho9yvGnpyaq55Hn8URyewdapMbZ7",2,2142991,1172109,970882,1071495.5,69,36,52.5,8,4,6.0
"114ubNrzfaWm35GXXKqMg3mT6zDdqQZEd7",16,9057910,883900,400000,566119.375,94,8,50.5625,8,0,0.9375
"114W8NxGQxB5khGNMqNbhZqPF7WqYSHpGP",1,59046,59046,59046,59046.0,249,249,249.0,0,0,0.0
"114wtAUWQh9ZPJSd48yynm51iFxjCRR9wp",2,1163144,1098286,64858,581572.0,38,36,37.0,0,0,0.0
"114Wva33rc2Yrs5RDpcwi3LK8tBfwKKjwb",1,110000,110000,110000,110000.0,220,220,220.0,0,0,0.0
"114X7ET9Pxxm8kmX1qJRx2xSEhfABGmhfN",1,7876620,7876620,7876620,7876620.0,8,8,8.0,0,0,0.0
"114xED6tpiEWondUCZFwKv46K4UhphmxRf",7,1266510,350000,104629,180930.0,89,34,57.714285714285715,49,0,11.571428571428571
"114zpboY473ACw5iQ4aeDic7bohkQHSNfE",1,9811,9811,9811,9811.0,130,130,130.0,0,0,0.0
"1152Kb3QYehNUcmQd9Cr8JwVqN4ZsWZb4M",1,800000,800000,800000,800000.0,24,24,24.0,0,0,0.0
"1153W2WUzicK3R3ZH6j7AGMWPbzarKonzY",3,1046190,492758,205267,348730.0,4,2,3.0,0,0,0.0
"1154z8fU78fnQSGuXavTn75TnJNtVB51Ux",1,688049,688049,688049,688049.0,64,64,64.0,10,10,10.0
"115B1aVSLNu1kHAURuXPAFePywC4xQV9y8",1,1722489,1722489,1722489,1722489.0,88,88,88.0,0,0,0.0
"115bpTYGCxhJUKTWHfMPS3gCctLrrCNrui",11,8004760,1200000,40000,727705.4545454546,94,13,57.54545454545455,19,5,13.272727272727273
"115budmsYZr3hDHyxvETeDsNdxthwaQjUU",5,1544933,1292573,42659,308986.6,37,6,25.6,0,0,0.0
"115dEQGQ4XwyZ5CcLUkaBzmVpCzpB2SQUg",1,61713,61713,61713,61713.0,280,280,280.0,0,0,0.0
"115ffBZNcYSemronayMjquZrXUFsqxoEPw",3,4323000,2285000,730000,1441000.0,266,0,88.66666666666667,1,1,1.0
"115gqurgbQLbjt5QpWfrLKQxhjyZFmNB6t",2,2642438,1642438,1000000,1321219.0,222,156,189.0,1,0,0.5
"115Hfv8Qi5wRNLf1W1Zhwj4aSdh16B2LhE",3,1638,546,546,546.0,0,0,0.0,0,0,0.0
"115PgcRmfmfBJhvq8nkfu6YSeuYGtu2ZyM",1,410000,410000,410000,410000.0,197,197,197.0,1,1,1.0
"115sU4Krw8nTjWHojSWfSQQtA8yXKK9mfx",1,262116,262116,262116,262116.0,291,291,291.0,0,0,0.0
"115Wd3mjquQ63r6W3qNQh1AtizWqKwnmhA",5,27494991,5956410,5015500,5498998.2,17,1,11.4,13,0,3.0
"1161VUAsoM9RDzz1cDtjaHfqW945FkQjjT",1,3225,3225,3225,3225.0,4,4,4.0,1921,1921,1921.0
"1163my4jsqbJ73y7CZBttfLqiczkQVAGuN",6,6000000,1000000,1000000,1000000.0,207,0,170.83333333333334,0,0,0.0
"1165CggrWdbNt31raLiZpvQH4wLbFSTTJ7",1,37950000,37950000,37950000,37950000.0,57,57,57.0,2,2,2.0
"1166kbZbMPV9HqqWPBmFmRjNGxi7urxcHh",1,1300000,1300000,1300000,1300000.0,79,79,79.0,0,0,0.0
"11687codtzAUpGzYNS8N25ic1vpyVTP2cJ",1,546,546,546,546.0,0,0,0.0,2,2,2.0
"1169j7PaRDUVbMVrF1XQFvsHpfoo2PA4bY",1,2822065,2822065,2822065,2822065.0,58,58,58.0,0,0,0.0
"116Fw3yuGB3siWAB7Psyc9PEyuuGm4sMR1",1,221990,221990,221990,221990.0,1,1,1.0,0,0,0.0
"116HSgBmj52Gw64drguSP4egHgq76JZA7Q",6,70611780,28633893,1017261,11768630.0,89,36,56.5,1,0,0.6666666666666666
"1188W1GR7TNvgyTCHcmkRLk3joCELhoW2",1,15757,15757,15757,15757.0,58,58,58.0,0,0,0.0
"11Bfabph6ALJALLy8xzWwh2kgYuZNwgL2",2,2984000,1984000,1000000,1492000.0,40,35,37.5,2,0,1.0
"11dd8RjbSXEsuZVcY9V9r3goAPwwxGKv1",1,127760,127760,127760,127760.0,100,100,100.0,6,6,6.0
"11DUKT2KbTpRcAsqD4aJnBy7sDmVKhw9n",1,737000,737000,737000,737000.0,257,257,257.0,0,0,0.0
"11FJmD1snmr6LKymdmJCQuZcTRYx8tvWw",1,873896,873896,873896,873896.0,38,38,38.0,2,2,2.0
"11fYrqTM6ihHxn49Vqa9nr5ZDGQqGwTFJ",1,408215,408215,408215,408215.0,78,78,78.0,0,0,0.0
"11H67n811wi4tAKURuNaQaFhcy13H5sbC",36,21732725,1500000,155317,603686.8055555555,99,6,50.611111111111114,68,0,21.166666666666668
"11iut2jSAw83N7ZDfLgmyFQ559hpGmt8J",1,99173,99173,99173,99173.0,294,294,294.0,0,0,0.0
"11kMq98wYCwBUaBUS9hcqeLjvcHARbRBu",3,1705722,860000,48722,568574.0,89,14,56.333333333333336,9,4,5.666666666666667
"11pR4mrhSMAWmqyvMG3neZoWyUroN2LjC",1,467791,467791,467791,467791.0,130,130,130.0,1,1,1.0
"11u9N89SbvJJeA5RHG3i7fMgxGc1tHSXv",1,33990,33990,33990,33990.0,149,149,149.0,0,0,0.0
"11wcSk1PHam4m4dQQuETmqCvJmSGHuPe9",1,445000,445000,445000,445000.0,86,86,86.0,1,1,1.0
"11X6Qh7uAfTzdHogFCDDspDwRaU9ddFxT",3,3411623,1361879,690000,1137207.6666666667,73,50,64.0,11,2,5.666666666666667
"11yKnNGUjuewT13x3SfjkEvvuZAGdXLW7",3,2600000,1000000,600000,866666.6666666666,97,81,86.66666666666667,1,0,0.3333333333333333
"1211PPHpwzqHwBwrPt5wPiNeu3r79QFCiJ",1,400000,400000,400000,400000.0,177,177,177.0,0,0,0.0
"1216jyYfCX4aERukyT3hgiNyEARrqKnkA2",1,513838,513838,513838,513838.0,237,237,237.0,0,0,0.0
"1216YexxrcyT2BEZsE64Qz2kBxdHT2R716",3,16775378,9483600,630400,5591792.666666667,76,0,32.666666666666664,1,0,0.3333333333333333
"12188vu3NwKxkdmWe4YHocWEQM1Pcag2wG",2,1032637,574209,458428,516318.5,65,56,60.5,0,0,0.0
"121cjeM4J7SoGExnrnzFCznG6G2X4ZWteU",1,1167135,1167135,1167135,1167135.0,65,65,65.0,0,0,0.0
"121cUcA8zAfMQuDiH8dQCAqp1D4tAG8y1n",2,1092,546,546,546.0,0,0,0.0,0,0,0.0
"121d9g5prnL5jb5bNVaEhJexuTyJMrUVfh",2,49988000,39994000,9994000,24994000.0,18,7,12.5,5,2,3.5
"121dkr9J15oVxfqfnhG8d25hJMdLCfnYW2",1,88747,88747,88747,88747.0,31,31,31.0,1,1,1.0
"121EDV91T4PSAUhkdjDZfdsRiqLfEhxmNv",1,808920,808920,808920,808920.0,84,84,84.0,13,13,13.0
"121Hr2GT5SpC9zWSyQPKrbxoStiQByqH5e",1,16734569,16734569,16734569,16734569.0,16,16,16.0,0,0,0.0
"121hyN396add7FcqWWhqyx7BDCCPDUxjaE",4,3511519,3004492,20163,877879.75,72,12,50.75,1,0,0.5
"121KwyUSaSoCDShBGwJaSXsQFgeaRTwppS",8,81919,12770,5993,10239.875,115,3,66.5,1007,176,401.5
"121qnBZGPYYKbRimuyyKLMh8wkxALZcy6j",1,250000,250000,250000,250000.0,32,32,32.0,10,10,10.0
"121SFcBCiUPDU7B87LhYj5JJvEQwWQEEKQ",1,96615,96615,96615,96615.0,221,221,221.0,0,0,0.0
"121VDaqTFQ1hpk1XeDcXfmdVwuUdjoNfjL",4,286906719,145929051,966991,71726679.75,107,20,53.75,1,0,0.5
"121YfYeJDw78fAoAg4ciagkpRJ2BgYxdqS",3,2400000,900000,700000,800000.0,207,47,149.0,0,0,0.0
"121zfurLyQB6wLC85o7Gc8sjt3JYFckmMR",1,1196206,1196206,1196206,1196206.0,175,175,175.0,8,8,8.0
"121ZWFNsLbuu8MdJhPgrsAD7aYCH34o5tZ",1,1963337,1963337,1963337,1963337.0,292,292,292.0,1,1,1.0
"12222dy4XUoMTH3UMHb42khFsgPEcmrUxo",1,18600,18600,18600,18600.0,7,7,7.0,16,16,16.0
"1222cd3whKpjG6ePTgRtirtEr7YLzieSKD",1,453326,453326,453326,453326.0,27,27,27.0,4,4,4.0
"1225JAWyVEaBgwozKqRE7yfNGFnvYqytTR",1,56116,56116,56116,56116.0,29,29,29.0,0,0,0.0
"12262eZH7PbQVvgqJQwfuEKjVPDV4xTCve",50,92635631,2233811,1186880,1852712.62,17,0,6.96,100,0,47.32
"1226jm11sUv9Sb3XfTSVm6odgtmKoM4mcc",2,673146,542701,130445,336573.0,35,23,29.0,0,0,0.0
"1229wa5bLeLfgHpXn2FfQ43Bphs2DuWFtb",1,140522,140522,140522,140522.0,15,15,15.0,1,1,1.0
"122AmB9W4NJC3hWqLFibmgsz7JbLg9BmGa",1,330472,330472,330472,330472.0,175,175,175.0,1,1,1.0
"122Ci7qWXbacNezocbYVQwWYHdqmoPUXJq",1,43061,43061,43061,43061.0,18,18,18.0,0,0,0.0
"122Do256V2LoEXNKhPtvPmD4bRuf66zADn",1,200524,200524,200524,200524.0,285,285,285.0,3,3,3.0
"122EonPDU4Saxc2zJc339GxjE71VhXuJdu",1,300000,300000,300000,300000.0,99,99,99.0,1,1,1.0
"122fb2mbSjw54cGsEMHYrK3R1fce7UXoue",2,1742975,1341020,401955,871487.5,99,36,67.5,1,0,0.5
"122FcpYnzXuCoXk5coc9MjPRMN8T5BgXSK",2,29586,19586,10000,14793.0,6,2,4.0,0,0,0.0
"122kmC6zX3j7P8bCtaNNaey5eWenVuPLay",1,98209,98209,98209,98209.0,170,170,170.0,0,0,0.0
"122QPnnCr5Rg2vNemxDFDxYTBg4JYna7VT",1,419087,419087,419087,419087.0,40,40,40.0,0,0,0.0
"122rZN8EUMqqaA3zT2eeo3rCnsN2WX9YmC",1,37272,37272,37272,37272.0,175,175,175.0,1,1,1.0
"122tMjaQPYZ9rn4Kf5qQZRVKXHJRUpNUnu",1,1091357,1091357,1091357,1091357.0,0,0,0.0,0,0,0.0
"122vUvt8FxFdNsqfY41yDY95kRWDudxcSP",1,128050,128050,128050,128050.0,101,101,101.0,0,0,0.0
"122WNR5g6X3iF6yxard4THCKzP6eao2zmG",1,971404,971404,971404,971404.0,287,287,287.0,0,0,0.0
"122xEPDh1U6PVfPMek6C5894ChpLAwQNLh",1,170810,170810,170810,170810.0,95,95,95.0,1,1,1.0
"122z5nwWhg199E5oqQhGCSk8QBunH4aW9Q",1,594847,594847,594847,594847.0,44,44,44.0,0,0,0.0
"1232JjNEVv156d8kvV6yLkzndS7GVRMwvK",12,25710027,2543116,116147,2142502.25,99,26,71.33333333333333,3,0,0.8333333333333334
"1233dEtb6ko6XBXSBXYBgyyoScQrC2j7Tt",1,800000,800000,800000,800000.0,23,23,23.0,1,1,1.0
"123cZQ7m7897ZCB2GWuBqw5awcJw6PuXSS",1,84800,84800,84800,84800.0,41,41,41.0,0,0,0.0
"123D8dtnSfciVZG2odXnGxMarjFCyzBkvC",1,336919,336919,336919,336919.0,96,96,96.0,48,48,48.0
"123dh6sfU7xWTq4sEJ2HYrToXdn8iSDMEd",1,9072581,9072581,9072581,9072581.0,106,106,106.0,0,0,0.0
"123FGZCSUwvoVkSCwZ5P4PnSU8Lk2BT9aW",1,3470965,3470965,3470965,3470965.0,230,230,230.0,0,0,0.0
"123FkKjXZTfa1LC96ucjBvpVBk73VBaGym",1,339591,339591,339591,339591.0,57,57,57.0,1,1,1.0
"123FWeUnJfcFVf8FcD97H563194poo3GDh",1,550446,550446,550446,550446.0,17,17,17.0,1,1,1.0
"123KMzqYP283NpUaPegkNiF6UBty4m3fPQ",32,187450455,46597220,22484,5857826.71875,2,0,0.375,25,0,1.65625
"123LFgyiPSMqYs4zUCrf7pE1rvwwY1XX4G",1,1000,1000,1000,1000.0,15,15,15.0,1422,1422,1422.0
"123oeN5JUcKyBgJRnJvb4S9LgBwYfNSmoD",1,40000,40000,40000,40000.0,197,197,197.0,1,1,1.0
"123qeC1kJgvzevTh6g9qq5crzLxSM9gznG",1,2005800,2005800,2005800,2005800.0,17,17,17.0,0,0,0.0
"123rAYps3c5HEtFx6jtg34yDofKk7VACuU",1,319805,319805,319805,319805.0,24,24,24.0,0,0,0.0
"123spwfBxGJNDGvz7RD94UR2d9m3WehbUQ",1,4380000,4380000,4380000,4380000.0,28,28,28.0,1,1,1.0
"123SYiMPnn3yKL95QyAwa8jofeFSsmF4An",64,26267050,1038652,235513,410422.65625,94,1,46.484375,9,1,3.46875
"123TRrqymFLiuojRTM36SkGECsEPKBVNE5",1,840000,840000,840000,840000.0,108,108,108.0,1,1,1.0
"123Vx9Hrp87HuJr23qzjWpXjeve76UTUxT",1,300000,300000,300000,300000.0,18,18,18.0,0,0,0.0
"123X6s5BpgBGt8ATQB2tMHpL74NvGVHuZq",6,1996945,500000,546,332824.1666666667,3,0,0.8333333333333334,3,0,1.3333333333333333
"123Y6hujuhGPtTtKKPEoTeUcy9qzcUMtRr",2,149849,86440,63409,74924.5,81,69,75.0,0,0,0.0
"123YUvzxNt6VoqyCXgutGHfgWKCMzT4dDJ",1,1002317,1002317,1002317,1002317.0,6,6,6.0,1,1,1.0
"123ZjrKr5xvY1L5T5ZCRtPfL5fR996aTeA",1,753411,753411,753411,753411.0,24,24,24.0,48,48,48.0
"12436xQKGDrVvv4PviRU2evgKJKSFNfcy9",1,15485,15485,15485,15485.0,227,227,227.0,0,0,0.0
"1244ig6hF16cRAXwGr5s94BQTV3DjndFWK",10,3334356,646332,113510,333435.6,80,17,33.7,1,0,0.1
"1246AKL2oKpjd6YNPLqhsTPFcsNT8TJBsb",1,896920,896920,896920,896920.0,75,75,75.0,1,1,1.0
"1248djt9z3ZKDsLBYTreg3rz3v5w34a7nC",1,19100,19100,19100,19100.0,266,266,266.0,0,0,0.0
"1249eFVgsFHtjiUcZ1aYAdhhG6aBnyWRJE",1,1009294,1009294,1009294,1009294.0,0,0,0.0,1,1,1.0
"124ammpAcKsx2bw8GtvBV6MwaxMjPHQwad",1,99000,99000,99000,99000.0,21,21,21.0,11,11,11.0
"124BZDqkDFa8ZKcnfrLQhPnaGEhZsZzBvG",1,100000,100000,100000,100000.0,69,69,69.0,10,10,10.0
"124Cc2qFgFP962nWXdH6dQJSG9hhZmWxUt",5,798795,253191,77992,159759.0,80,24,41.0,19,0,4.8
"124EwgYqUYsmAZhHC8FbpcuwWXCxkA2JG4",1,1488341,1488341,1488341,1488341.0,5,5,5.0,1,1,1.0
"124FR9MTKZoBmBFwfpjxtQCks4t7SDueJB",7,1996820,500000,546,285260.0,2,0,0.8571428571428571,2,0,0.8571428571428571
"124Jy1ihqWa618TgWNt4rp5Tn3Se9zWqMo",1,1000034,1000034,1000034,1000034.0,0,0,0.0,1,1,1.0
"124KfAntJ267toKPhgtWBVNUYs5PhkYf4A",1,654718,654718,654718,654718.0,44,44,44.0,7,7,7.0
"124PeLVPNyPWZokWojuga8BEWw1TEGCLJv",1,195521,195521,195521,195521.0,88,88,88.0,3,3,3.0
"124UiPmam4uVt27cfpk8XWor11oSXX6fCh",3,9616269,5258398,2151988,3205423.0,97,24,48.333333333333336,31,23,25.666666666666668
"124uvxESLdK2kQwXJ26msSizZBjMohUVqN",1,500000,500000,500000,500000.0,182,182,182.0,4,4,4.0
"124vgq7v14dXZ2ZN6CrvZnMXcnj8GWcwdQ",59,114986055,2317889,1665532,1948916.186440678,21,0,7.677966101694915,760,564,608.3220338983051
"124w25ZuXiVVC23MU3yS2CTkMjQzs4iBLt",5,6206394,2681001,208838,1241278.8,71,2,37.4,3,0,1.4
"124w3YUuKTQRnspKcVDsBM7fZPJXHkh2ux",1,2644456,2644456,2644456,2644456.0,43,43,43.0,1,1,1.0
"124Z2JagwgNQXmyBwiWctKTy3JgouH3Up9",1,28323,28323,28323,28323.0,76,76,76.0,0,0,0.0
"1258Xo711dCCGNxMfp8ekoSqApsPLJdi77",1,1268,1268,1268,1268.0,25,25,25.0,0,0,0.0
"125c9uomNPNAEuerMfaT423mcddhdscaik",1,3099900,3099900,3099900,3099900.0,189,189,189.0,0,0,0.0
"125CtwW8hm7XDzif3Zr8e1hDvbVbp2cLWk",1,814705,814705,814705,814705.0,87,87,87.0,0,0,0.0
"125cvXhzXGTHhb96WFJtPrdpJNkxSSU7ch",1,25519,25519,25519,25519.0,87,87,87.0,1,1,1.0
"125EkQQuMkJFYEMHE1R9ZNaojnC1X7XYWV",1,300000,300000,300000,300000.0,17,17,17.0,4,4,4.0
"125fh931Eh8qjxvsc5Sd4Bc1ZELhSkGRt5",1,506964,506964,506964,506964.0,78,78,78.0,0,0,0.0
"125gCLHQtGGatTKnA3JDLZ3LXHC9THvBTk",1,821941,821941,821941,821941.0,94,94,94.0,0,0,0.0
"125Khzmobwd1qjQyRGTBhLVod1i6FStuoB",1,1320715,1320715,1320715,1320715.0,274,274,274.0,11,11,11.0
"125KkeQtW67NkS7x8MvopAiUYb5NZjrZzX",17,4774119,468420,171613,280830.5294117647,95,25,63.470588235294116,1,0,0.11764705882352941
"125NTEWDHPKs2kMnVeDYe2GT6aASwGEYAc",1,240000,240000,240000,240000.0,61,61,61.0,0,0,0.0
"125oxjj3myJZjbLxP3LHhv7Z1eRwTuE5RU",1,1000000,1000000,1000000,1000000.0,81,81,81.0,0,0,0.0
"125sm9MhYJU5N7HimEgpLoStGNgfpcvc2S",1,19177,19177,19177,19177.0,4,4,4.0,0,0,0.0
"125ucXT5feJ1wQETbcPBwbx4EJqW1vtGQv",1,1000000,1000000,1000000,1000000.0,84,84,84.0,0,0,0.0
"125vGZEamdHeHn3e3pkvhBfNvfm593nL7T",1,2249924,2249924,2249924,2249924.0,204,204,204.0,1,1,1.0
"125VJ4t1jZGmeqZxADj1icCL9Lw4ibwkkA",1,2546732,2546732,2546732,2546732.0,9,9,9.0,0,0,0.0
"125WP4yG484KXqi2SWLGpm8spizYF6n2Be",1,4990995,4990995,4990995,4990995.0,4,4,4.0,0,0,0.0
"125X5VJTyvg487CvK9a3uWj6idEo8wFHKa",3,860415,416000,207713,286805.0,66,26,39.333333333333336,6,1,4.333333333333333
"125yco3DLgeMDQowerTTR7v319igqq9UZW",1,235103,235103,235103,235103.0,168,168,168.0,0,0,0.0
"1263byFzJzeeNoEHE4TbP19h56Xt6usxcS",1,1031535,1031535,1031535,1031535.0,45,45,45.0,6,6,6.0
"126arRxtqUC75fRN3FqvR8gtpvRnccmK9L",1,5747088,5747088,5747088,5747088.0,0,0,0.0,1,1,1.0
"126buDBQidPZ5DETCN8uT139ySzzJPrWjz",1,325723,325723,325723,325723.0,166,166,166.0,1,1,1.0
"126eaiZ2HNbrM5u7Ym6iQ9teJNU8UspPpF",1,533706,533706,533706,533706.0,52,52,52.0,0,0,0.0
"126FsrjZgHu2uEcV75PngivCW1jTM6M4Ma",1,58885,58885,58885,58885.0,115,115,115.0,0,0,0.0
"126hNd2L4PvDLginh2TSV2EyiJs4og2Zws",1,15300,15300,15300,15300.0,60,60,60.0,1,1,1.0
"126KA7VwCe9qjhvkLZMGuef93mLtMxSPA9",1,22097,22097,22097,22097.0,17,17,17.0,0,0,0.0
"126Lm8dpvYV1DQF5NBhzfDMfFRxUZfU8uK",1,71138,71138,71138,71138.0,218,218,218.0,0,0,0.0
"126LyVsLVqJwaLuWkVuXu3jyo5dhN6bDzB",2,1072691,572691,500000,536345.5,125,30,77.5,1,0,0.5
"126mAvr7Nu9xLkBame4J4qy63GPX6dUQPT",2,975256,853552,121704,487628.0,248,89,168.5,1,0,0.5
"126MSCFbTyEaddmv1eoQ9q7NYjPL3toNyv",33,125579000,9672600,631100,3805424.242424242,64,1,26.424242424242426,0,0,0.0
"126oo1Wqs2UTJUY79TRgcysUwEwousdcwr",1,100000,100000,100000,100000.0,4,4,4.0,0,0,0.0
"126uYtbbyUSL9UrNcZsqstk2S7ms4EunKz",1,10313426,10313426,10313426,10313426.0,26,26,26.0,886,886,886.0
"126Yg8LgKZZKScFGCAt6b39fVXnNBQgtUC",10,18838492,4500000,140439,1883849.2,26,0,11.8,40,0,4.3
"1271YY2NpoXwzKtPhSH9jKTKCyKNcfNX6v",2,14580440,7580440,7000000,7290220.0,236,218,227.0,0,0,0.0
"1276EY9ZUjfU9AhrdcuP346NYDsoVG2rn2",1,528304,528304,528304,528304.0,246,246,246.0,0,0,0.0
"1278x8kdTAyPmiDU1uUBm6mBou1xaDV1Q6",1,27707,27707,27707,27707.0,71,71,71.0,0,0,0.0
"127C96fiw4uYgo4oEZNCHg3EVyNcZbR4ZC",1,50876,50876,50876,50876.0,2,2,2.0,0,0,0.0
"127corPLVJrZjD9u8QA5FPW427b5TKWoVZ",1,4676501,4676501,4676501,4676501.0,1,1,1.0,1,1,1.0
"127foChCqPEL7D5K2wFBabfJuW6fHWohfa",1,553359,553359,553359,553359.0,299,299,299.0,1,1,1.0
"127H7Zj2GhARFdbMhqCvFsBiEaH1YEmnLu",4,912807,512293,93849,228201.75,69,60,62.75,0,0,0.0
"127LwtKcGowTprCFUMBvA1bPvFufKBXuLw",4,174408,53828,26941,43602.0,229,14,94.25,0,0,0.0
"127NioLCG3MZnGHB8V23jMtWoHyehKUCbL",6,2725816,1009739,37791,454302.6666666667,260,0,76.5,0,0,0.0
"127o4gpYuAZmW4EV3pLLcQB3ErbxDeSNF1",1,940000,940000,940000,940000.0,243,243,243.0,1,1,1.0
"127puYoJQtcCFY2CcHJtW1tzaaWsZ93csh",1,151290,151290,151290,151290.0,139,139,139.0,0,0,0.0
"127qh78adbGG4NaCVNMgC3VGk5BYNYNrz3",2,314000,214000,100000,157000.0,96,69,82.5,1,1,1.0
"127qSAP9UyKYPrY31mve46tESAphEdy8Su",3,430000,220000,10000,143333.33333333334,99,67,79.66666666666667,2,0,1.3333333333333333
"127RsekmVatw5PUXmoQswtyfXBffvZHgYE",1,239134,239134,239134,239134.0,190,190,190.0,0,0,0.0
"127SfhRZV13AEZ5JJ6LR5UEDdJFPgaan7g",6,1224883,262894,157157,204147.16666666666,94,18,42.166666666666664,1,0,0.5
